,mkt_return,msk_tweets,msk_edits,tsla_edits,tsla_wiki_views,msk_wiki_views
2019-12-06 00:00:00-05:00,,8.0,9.0,,9654.0,58136.0
2019-12-07 00:00:00-05:00,,,13.0,2.0,9397.0,38441.0
2019-12-08 00:00:00-05:00,-0.003167833684474369,3.0,6.0,1.0,9531.0,38123.0
2019-12-09 00:00:00-05:00,-0.0010975361689841293,5.0,9.0,,9241.0,34937.0
2019-12-10 00:00:00-05:00,0.0029039375293507703,17.0,1.0,10.0,8798.0,36918.0
2019-12-11 00:00:00-05:00,0.008538667375555057,4.0,2.0,4.0,8647.0,34019.0
2019-12-12 00:00:00-05:00,7.25791502146863e-05,8.0,1.0,4.0,7975.0,35083.0
2019-12-13 00:00:00-05:00,,,4.0,,6967.0,32795.0
2019-12-14 00:00:00-05:00,,,,7.0,7201.0,31666.0
2019-12-15 00:00:00-05:00,0.007122360942542787,2.0,,2.0,7797.0,26450.0
2019-12-16 00:00:00-05:00,0.0003352360284609262,2.0,,2.0,7648.0,25683.0
2019-12-17 00:00:00-05:00,-0.0004323936405227425,12.0,13.0,,7600.0,26231.0
2019-12-18 00:00:00-05:00,0.004449378821864254,3.0,1.0,1.0,7167.0,23021.0
2019-12-19 00:00:00-05:00,0.004932595804334098,9.0,3.0,1.0,7042.0,21305.0
2019-12-20 00:00:00-05:00,,24.0,20.0,1.0,6237.0,21594.0
2019-12-21 00:00:00-05:00,,8.0,15.0,,7903.0,40649.0
2019-12-22 00:00:00-05:00,0.0008657687142985109,3.0,35.0,9.0,8495.0,57988.0
2019-12-23 00:00:00-05:00,-0.00019546730246814044,5.0,6.0,,7866.0,35518.0
2019-12-24 00:00:00-05:00,,18.0,,,6967.0,26905.0
2019-12-25 00:00:00-05:00,0.005115062410053991,4.0,2.0,,7539.0,26112.0
2019-12-26 00:00:00-05:00,3.3984139657930306e-05,11.0,2.0,2.0,8279.0,25981.0
2019-12-27 00:00:00-05:00,,25.0,3.0,1.0,7826.0,31957.0
2019-12-28 00:00:00-05:00,,48.0,1.0,12.0,7787.0,35238.0
2019-12-29 00:00:00-05:00,-0.005797596079349905,9.0,2.0,1.0,9128.0,36101.0
2019-12-30 00:00:00-05:00,0.002941690644190719,4.0,,3.0,7348.0,28073.0
2019-12-31 00:00:00-05:00,,,11.0,6.0,7010.0,28496.0
2020-01-01 00:00:00-05:00,0.008343895362316707,,,10.0,8942.0,29316.0
2020-01-02 00:00:00-05:00,-0.007084909364954553,3.0,1.0,4.0,10138.0,26477.0
2020-01-03 00:00:00-05:00,,4.0,1.0,4.0,8801.0,25696.0
2020-01-04 00:00:00-05:00,,,5.0,6.0,8731.0,27560.0
2020-01-05 00:00:00-05:00,0.003527145194272564,15.0,2.0,8.0,8576.0,26239.0
2020-01-06 00:00:00-05:00,-0.0028071750845948405,1.0,,4.0,10650.0,36245.0
2020-01-07 00:00:00-05:00,0.004890473485641129,3.0,1.0,8.0,11062.0,46901.0
2020-01-08 00:00:00-05:00,0.006633214116906491,12.0,7.0,7.0,13823.0,148682.0
2020-01-09 00:00:00-05:00,-0.0028592624875049015,8.0,4.0,,10480.0,96203.0
2020-01-10 00:00:00-05:00,,11.0,2.0,3.0,8483.0,60376.0
2020-01-11 00:00:00-05:00,,1.0,3.0,,8368.0,44941.0
2020-01-12 00:00:00-05:00,0.006951994045933256,7.0,6.0,5.0,10339.0,40705.0
2020-01-13 00:00:00-05:00,-0.0015156808368957204,1.0,5.0,1.0,11451.0,38267.0
2020-01-14 00:00:00-05:00,0.0018684502436879626,2.0,,3.0,10153.0,34095.0
2020-01-15 00:00:00-05:00,0.008331747422232019,19.0,,2.0,9477.0,30975.0
2020-01-16 00:00:00-05:00,0.003854723247485144,8.0,,,8729.0,30343.0
2020-01-17 00:00:00-05:00,,3.0,1.0,1.0,7435.0,31808.0
2020-01-18 00:00:00-05:00,,3.0,,,12391.0,37411.0
2020-01-19 00:00:00-05:00,,6.0,1.0,1.0,10562.0,38347.0
2020-01-20 00:00:00-05:00,-0.002655500369585384,12.0,2.0,1.0,9917.0,37312.0
2020-01-21 00:00:00-05:00,0.00028903429668107475,7.0,,2.0,12546.0,41359.0
2020-01-22 00:00:00-05:00,0.001140326193358241,2.0,3.0,,13959.0,42641.0
2020-01-23 00:00:00-05:00,-0.009083289426193788,9.0,1.0,,10348.0,35995.0
2020-01-24 00:00:00-05:00,,4.0,2.0,,8103.0,27265.0
2020-01-25 00:00:00-05:00,,,1.0,1.0,7917.0,26340.0
2020-01-26 00:00:00-05:00,-0.015855752356844034,8.0,,9.0,8248.0,25681.0
2020-01-27 00:00:00-05:00,0.010003383500352516,10.0,3.0,12.0,8293.0,25065.0
2020-01-28 00:00:00-05:00,-0.0008672501435846315,3.0,3.0,4.0,9716.0,27163.0
2020-01-29 00:00:00-05:00,0.0031294569302110597,19.0,2.0,1.0,13463.0,35094.0
2020-01-30 00:00:00-05:00,-0.01786444357136295,4.0,3.0,7.0,9963.0,44072.0
2020-01-31 00:00:00-05:00,,14.0,1.0,6.0,8285.0,50228.0
2020-02-01 00:00:00-05:00,,16.0,11.0,4.0,8538.0,54803.0
2020-02-02 00:00:00-05:00,0.007228425761232584,7.0,5.0,6.0,11521.0,42126.0
2020-02-03 00:00:00-05:00,0.014869315917506062,6.0,2.0,7.0,19823.0,57766.0
2020-02-04 00:00:00-05:00,0.011187778658972936,29.0,6.0,10.0,16947.0,57994.0
2020-02-05 00:00:00-05:00,0.003320155057001924,7.0,4.0,1.0,12910.0,43931.0
2020-02-06 00:00:00-05:00,-0.005415491009458352,9.0,2.0,,10055.0,40466.0
2020-02-07 00:00:00-05:00,,4.0,4.0,9.0,8343.0,39256.0
2020-02-08 00:00:00-05:00,,23.0,4.0,13.0,8925.0,41090.0
2020-02-09 00:00:00-05:00,0.007299690120573207,1.0,2.0,5.0,10201.0,40515.0
2020-02-10 00:00:00-05:00,0.0016870486860021178,6.0,1.0,4.0,10348.0,36491.0
2020-02-11 00:00:00-05:00,0.006441853105203067,2.0,,7.0,9644.0,35999.0
2020-02-12 00:00:00-05:00,-0.0016317763599886593,5.0,1.0,12.0,9833.0,33373.0
2020-02-13 00:00:00-05:00,0.0018418360984854144,22.0,4.0,8.0,8190.0,29521.0
2020-02-14 00:00:00-05:00,,3.0,,1.0,8000.0,29915.0
2020-02-15 00:00:00-05:00,,,1.0,2.0,8603.0,31156.0
2020-02-16 00:00:00-05:00,,9.0,2.0,1.0,9023.0,30906.0
2020-02-17 00:00:00-05:00,-0.0029242139861477136,2.0,,6.0,9541.0,35671.0
2020-02-18 00:00:00-05:00,0.004694748284284925,14.0,1.0,13.0,10129.0,39223.0
2020-02-19 00:00:00-05:00,-0.0038228174279975285,10.0,6.0,12.0,10746.0,36620.0
2020-02-20 00:00:00-05:00,-0.010573809232819777,3.0,7.0,8.0,8926.0,43071.0
2020-02-21 00:00:00-05:00,,2.0,2.0,4.0,7956.0,35351.0
2020-02-22 00:00:00-05:00,,,2.0,5.0,8370.0,40083.0
2020-02-23 00:00:00-05:00,-0.03408807942044074,11.0,4.0,4.0,9610.0,45237.0
2020-02-24 00:00:00-05:00,-0.030747904375353224,12.0,3.0,5.0,8567.0,37536.0
2020-02-25 00:00:00-05:00,-0.00378569732353003,1.0,,6.0,8388.0,32872.0
2020-02-26 00:00:00-05:00,-0.045168136352261155,2.0,1.0,,7873.0,32616.0
2020-02-27 00:00:00-05:00,-0.008272463109653077,1.0,1.0,,7855.0,31310.0
2020-02-28 00:00:00-05:00,,,,,6673.0,30259.0
2020-02-29 00:00:00-05:00,,10.0,3.0,10.0,6889.0,30857.0
2020-03-01 00:00:00-05:00,0.0450108687694132,10.0,,3.0,7367.0,27501.0
2020-03-02 00:00:00-05:00,-0.02851048492291458,5.0,,,7646.0,28060.0
2020-03-03 00:00:00-05:00,0.041336349360633136,,,,7492.0,28163.0
2020-03-04 00:00:00-05:00,-0.034510782439981125,2.0,1.0,,7504.0,32986.0
2020-03-05 00:00:00-05:00,-0.01720094365238617,6.0,3.0,1.0,7386.0,49797.0
2020-03-06 00:00:00-05:00,,5.0,3.0,,6695.0,47610.0
2020-03-07 00:00:00-05:00,,5.0,,7.0,6382.0,35173.0
2020-03-08 00:00:00-05:00,-0.07901041294037148,18.0,,9.0,7715.0,31807.0
2020-03-09 00:00:00-04:00,0.048215052425859106,18.0,,2.0,9192.0,37093.0
2020-03-10 00:00:00-04:00,-0.05010289280860541,4.0,3.0,3.0,7885.0,33273.0
2020-03-11 00:00:00-04:00,-0.09994485240247351,,2.0,,6883.0,25821.0
2020-03-12 00:00:00-04:00,0.08880840694923595,1.0,1.0,,5737.0,23422.0
2020-03-13 00:00:00-04:00,,12.0,5.0,4.0,5418.0,22632.0
2020-03-14 00:00:00-04:00,,1.0,,7.0,5544.0,23175.0
2020-03-15 00:00:00-04:00,-0.12765219747281742,15.0,,5.0,5784.0,19374.0
2020-03-16 00:00:00-04:00,0.05822631263569171,15.0,1.0,4.0,5837.0,19962.0
2020-03-17 00:00:00-04:00,-0.053222272332080246,13.0,1.0,2.0,6605.0,20047.0
2020-03-18 00:00:00-04:00,0.004696760970401053,14.0,,2.0,6169.0,24365.0
2020-03-19 00:00:00-04:00,-0.04432762405336681,11.0,,,5687.0,25187.0
2020-03-20 00:00:00-04:00,,4.0,,10.0,5257.0,23566.0
2020-03-21 00:00:00-04:00,,11.0,,2.0,5645.0,24796.0
2020-03-22 00:00:00-04:00,-0.02973150100957679,23.0,3.0,,5699.0,22862.0
2020-03-23 00:00:00-04:00,0.08968323251796326,5.0,2.0,3.0,6074.0,28606.0
2020-03-24 00:00:00-04:00,0.011468990420822226,5.0,,1.0,6461.0,25766.0
2020-03-25 00:00:00-04:00,0.06054383107424656,13.0,9.0,1.0,6344.0,26610.0
2020-03-26 00:00:00-04:00,-0.0342678455416263,4.0,,6.0,6216.0,34595.0
2020-03-27 00:00:00-04:00,,1.0,2.0,,6226.0,31180.0
2020-03-28 00:00:00-04:00,,7.0,,1.0,6764.0,27447.0
2020-03-29 00:00:00-04:00,0.032966590569974794,9.0,6.0,,6354.0,26373.0
2020-03-30 00:00:00-04:00,-0.016142310788415843,1.0,3.0,1.0,6380.0,26220.0
2020-03-31 00:00:00-04:00,-0.04514636273278691,8.0,4.0,4.0,6670.0,26291.0
2020-04-01 00:00:00-04:00,0.022572657056960366,12.0,9.0,5.0,7278.0,30346.0
2020-04-02 00:00:00-04:00,-0.015252860825944299,19.0,5.0,,7284.0,28310.0
2020-04-03 00:00:00-04:00,,16.0,1.0,3.0,6585.0,26272.0
2020-04-04 00:00:00-04:00,,13.0,4.0,1.0,6801.0,26434.0
2020-04-05 00:00:00-04:00,0.06796824414483035,11.0,1.0,2.0,6686.0,26141.0
2020-04-06 00:00:00-04:00,-0.001604339048362459,6.0,5.0,3.0,5926.0,25861.0
2020-04-07 00:00:00-04:00,0.033489371191284686,15.0,,1.0,6710.0,28773.0
2020-04-08 00:00:00-04:00,0.014383470303699339,6.0,,4.0,6348.0,24594.0
2020-04-09 00:00:00-04:00,,9.0,2.0,2.0,6590.0,23972.0
2020-04-10 00:00:00-04:00,,6.0,1.0,1.0,5931.0,23082.0
2020-04-11 00:00:00-04:00,,9.0,1.0,,5996.0,24112.0
2020-04-12 00:00:00-04:00,-0.01015605944467711,,1.0,4.0,6446.0,24533.0
2020-04-13 00:00:00-04:00,0.03011455957230757,5.0,,3.0,6671.0,23538.0
2020-04-14 00:00:00-04:00,-0.022276732672369248,49.0,,4.0,6870.0,24248.0
2020-04-15 00:00:00-04:00,0.0057998378395412884,17.0,9.0,,7191.0,28095.0
2020-04-16 00:00:00-04:00,0.026440932021320578,13.0,2.0,6.0,6944.0,29485.0
2020-04-17 00:00:00-04:00,,18.0,3.0,,7555.0,33211.0
2020-04-18 00:00:00-04:00,,4.0,,4.0,7156.0,37016.0
2020-04-19 00:00:00-04:00,-0.018042845615347775,6.0,1.0,3.0,8006.0,44302.0
2020-04-20 00:00:00-04:00,-0.031155115236330667,20.0,1.0,1.0,7275.0,42085.0
2020-04-21 00:00:00-04:00,0.02267130058213675,22.0,2.0,,7141.0,38995.0
2020-04-22 00:00:00-04:00,-0.0005395676601955963,9.0,3.0,2.0,7000.0,39203.0
2020-04-23 00:00:00-04:00,0.013822090566839217,29.0,1.0,,6823.0,37516.0
2020-04-24 00:00:00-04:00,,10.0,,2.0,7079.0,38445.0
2020-04-25 00:00:00-04:00,,22.0,1.0,2.0,7005.0,39143.0
2020-04-26 00:00:00-04:00,0.014606868181735996,6.0,,3.0,7508.0,39315.0
2020-04-27 00:00:00-04:00,-0.005256170190483643,6.0,5.0,15.0,8167.0,36989.0
2020-04-28 00:00:00-04:00,0.02623670404507307,19.0,3.0,2.0,9788.0,57395.0
2020-04-29 00:00:00-04:00,-0.009255143319054839,20.0,5.0,3.0,11789.0,86620.0
2020-04-30 00:00:00-04:00,-0.028460211014775954,21.0,8.0,6.0,12436.0,106774.0
2020-05-01 00:00:00-04:00,,11.0,1.0,,15870.0,130996.0
2020-05-02 00:00:00-04:00,,16.0,2.0,4.0,11609.0,72831.0
2020-05-03 00:00:00-04:00,0.0042408225788494016,12.0,15.0,8.0,9494.0,59491.0
2020-05-04 00:00:00-04:00,0.008999935197779802,27.0,5.0,9.0,18142.0,586814.0
2020-05-05 00:00:00-04:00,-0.007003880399042588,19.0,8.0,,24864.0,795486.0
2020-05-06 00:00:00-04:00,0.011438955754890805,27.0,8.0,2.0,21653.0,587169.0
2020-05-07 00:00:00-04:00,0.016730795065226244,17.0,15.0,2.0,17790.0,420053.0
2020-05-08 00:00:00-04:00,,13.0,23.0,,16753.0,277367.0
2020-05-09 00:00:00-04:00,,20.0,18.0,2.0,19757.0,262326.0
2020-05-10 00:00:00-04:00,0.0001330693667907644,22.0,13.0,5.0,16301.0,191096.0
2020-05-11 00:00:00-04:00,-0.020713365772047604,14.0,11.0,3.0,24619.0,191436.0
2020-05-12 00:00:00-04:00,-0.017616996624280044,5.0,11.0,4.0,20454.0,139146.0
2020-05-13 00:00:00-04:00,0.01145891780407149,44.0,12.0,4.0,15186.0,106717.0
2020-05-14 00:00:00-04:00,0.003918675203723029,4.0,3.0,11.0,11172.0,92966.0
2020-05-15 00:00:00-04:00,,6.0,16.0,7.0,9902.0,86327.0
2020-05-16 00:00:00-04:00,,1.0,12.0,2.0,9830.0,82361.0
2020-05-17 00:00:00-04:00,0.031015208770073424,10.0,4.0,9.0,13226.0,94571.0
2020-05-18 00:00:00-04:00,-0.010539747711599283,1.0,6.0,,9012.0,73154.0
2020-05-19 00:00:00-04:00,0.0165139906134157,3.0,9.0,,8813.0,62238.0
2020-05-20 00:00:00-04:00,-0.007803968309953686,6.0,14.0,2.0,11345.0,58277.0
2020-05-21 00:00:00-04:00,0.002350945686812366,17.0,3.0,1.0,8595.0,54991.0
2020-05-22 00:00:00-04:00,,7.0,2.0,,8275.0,60241.0
2020-05-23 00:00:00-04:00,,4.0,13.0,,8464.0,67058.0
2020-05-24 00:00:00-04:00,,8.0,12.0,5.0,9840.0,143530.0
2020-05-25 00:00:00-04:00,0.01221428502146052,3.0,6.0,2.0,11522.0,167007.0
2020-05-26 00:00:00-04:00,0.014718447490314346,3.0,17.0,,21241.0,413455.0
2020-05-27 00:00:00-04:00,-0.0021101393249195488,3.0,27.0,,13687.0,184399.0
2020-05-28 00:00:00-04:00,0.004800793552307952,4.0,31.0,,11717.0,115422.0
2020-05-29 00:00:00-04:00,,9.0,11.0,1.0,26870.0,563452.0
2020-05-30 00:00:00-04:00,,4.0,7.0,2.0,30564.0,546718.0
2020-05-31 00:00:00-04:00,0.003744216478364391,1.0,4.0,1.0,16745.0,225673.0
2020-06-01 00:00:00-04:00,0.008177307282398658,,7.0,,12072.0,135418.0
2020-06-02 00:00:00-04:00,0.01355667081256392,6.0,16.0,3.0,10622.0,110834.0
2020-06-03 00:00:00-04:00,-0.003374389083608904,3.0,5.0,5.0,10186.0,96000.0
2020-06-04 00:00:00-04:00,0.025874012821635813,8.0,5.0,2.0,10330.0,105004.0
2020-06-05 00:00:00-04:00,,15.0,7.0,,9811.0,89639.0
2020-06-06 00:00:00-04:00,,12.0,2.0,1.0,9818.0,84323.0
2020-06-07 00:00:00-04:00,0.011969656405806002,3.0,14.0,1.0,9744.0,68482.0
2020-06-08 00:00:00-04:00,-0.007829743419721978,21.0,2.0,3.0,10125.0,64865.0
2020-06-09 00:00:00-04:00,-0.005327255735182077,21.0,,9.0,11642.0,61686.0
2020-06-10 00:00:00-04:00,-0.06075269299628893,,1.0,,11612.0,56349.0
2020-06-11 00:00:00-04:00,0.012976286605211731,,2.0,12.0,9411.0,50438.0
2020-06-12 00:00:00-04:00,,2.0,1.0,9.0,8748.0,52369.0
2020-06-13 00:00:00-04:00,,3.0,3.0,,12076.0,52080.0
2020-06-14 00:00:00-04:00,0.00827786081817526,25.0,2.0,,8980.0,45593.0
2020-06-15 00:00:00-04:00,0.018784852866710527,5.0,9.0,4.0,8446.0,55400.0
2020-06-16 00:00:00-04:00,-0.0036067962326294138,3.0,,,8806.0,64927.0
2020-06-17 00:00:00-04:00,0.0005940434038017573,9.0,,2.0,8488.0,59196.0
2020-06-18 00:00:00-04:00,-0.005665513565673728,8.0,,2.0,7898.0,53014.0
2020-06-19 00:00:00-04:00,,35.0,5.0,,7770.0,54807.0
2020-06-20 00:00:00-04:00,,8.0,8.0,,7658.0,51724.0
2020-06-21 00:00:00-04:00,0.006474093296658384,3.0,,,7626.0,43450.0
2020-06-22 00:00:00-04:00,0.004298169191483789,3.0,3.0,2.0,7011.0,47706.0
2020-06-23 00:00:00-04:00,-0.0261952655956623,11.0,1.0,3.0,6806.0,37553.0
2020-06-24 00:00:00-04:00,0.01089982772821816,18.0,8.0,,7030.0,37767.0
2020-06-25 00:00:00-04:00,-0.024525204274831163,6.0,4.0,1.0,7197.0,39599.0
2020-06-26 00:00:00-04:00,,,1.0,,7284.0,40412.0
2020-06-27 00:00:00-04:00,,7.0,7.0,2.0,9127.0,72094.0
2020-06-28 00:00:00-04:00,0.01457888811353358,3.0,2.0,,8127.0,49138.0
2020-06-29 00:00:00-04:00,0.015292349435755562,14.0,9.0,2.0,8055.0,37123.0
2020-06-30 00:00:00-04:00,0.005009563975870565,44.0,,12.0,11293.0,42883.0
2020-07-01 00:00:00-04:00,0.0045309704768169146,15.0,3.0,1.0,16243.0,51323.0
2020-07-02 00:00:00-04:00,,46.0,9.0,1.0,11420.0,44818.0
2020-07-03 00:00:00-04:00,,14.0,12.0,2.0,8625.0,43500.0
2020-07-04 00:00:00-04:00,,21.0,8.0,1.0,11087.0,109091.0
2020-07-05 00:00:00-04:00,0.01575693083216329,,12.0,5.0,12114.0,79296.0
2020-07-06 00:00:00-04:00,-0.010877477869643567,4.0,1.0,,11317.0,57696.0
2020-07-07 00:00:00-04:00,0.007796986263430269,8.0,1.0,,9334.0,50227.0
2020-07-08 00:00:00-04:00,-0.005659591476194623,19.0,2.0,1.0,9174.0,46403.0
2020-07-09 00:00:00-04:00,0.010411809774443004,8.0,8.0,,10721.0,47925.0
2020-07-10 00:00:00-04:00,,1.0,3.0,1.0,12434.0,65363.0
2020-07-11 00:00:00-04:00,,13.0,2.0,5.0,11377.0,52763.0
2020-07-12 00:00:00-04:00,-0.009406645216058874,15.0,3.0,3.0,13516.0,55103.0
2020-07-13 00:00:00-04:00,0.01331730058290395,17.0,6.0,3.0,11612.0,52903.0
2020-07-14 00:00:00-04:00,0.009041056936355048,,1.0,,10320.0,52016.0
2020-07-15 00:00:00-04:00,-0.0034119152141152374,,3.0,,9443.0,56392.0
2020-07-16 00:00:00-04:00,0.0028445625875835605,12.0,6.0,,8564.0,45434.0
2020-07-17 00:00:00-04:00,,23.0,4.0,1.0,8100.0,44869.0
2020-07-18 00:00:00-04:00,,3.0,5.0,3.0,8227.0,42529.0
2020-07-19 00:00:00-04:00,0.008371797255140334,19.0,3.0,6.0,8690.0,44833.0
2020-07-20 00:00:00-04:00,0.0016776293345600682,20.0,3.0,2.0,10207.0,65956.0
2020-07-21 00:00:00-04:00,0.005730630594473862,9.0,1.0,16.0,13000.0,70884.0
2020-07-22 00:00:00-04:00,-0.012396378412246847,16.0,1.0,,18762.0,62623.0
2020-07-23 00:00:00-04:00,-0.006209640024276134,7.0,,1.0,10393.0,52229.0
2020-07-24 00:00:00-04:00,,10.0,5.0,4.0,11306.0,102111.0
2020-07-25 00:00:00-04:00,,36.0,7.0,1.0,10484.0,102732.0
2020-07-26 00:00:00-04:00,0.007367928821482373,8.0,1.0,3.0,10097.0,77642.0
2020-07-27 00:00:00-04:00,-0.006494435418646306,10.0,2.0,,9642.0,72223.0
2020-07-28 00:00:00-04:00,0.012351783351742583,27.0,3.0,2.0,9306.0,57257.0
2020-07-29 00:00:00-04:00,-0.0037573017634548516,13.0,8.0,,8777.0,47936.0
2020-07-30 00:00:00-04:00,0.0076412362421762695,4.0,1.0,,7409.0,42096.0
2020-07-31 00:00:00-04:00,,10.0,3.0,,7225.0,43689.0
2020-08-01 00:00:00-04:00,,7.0,1.0,4.0,10357.0,117806.0
2020-08-02 00:00:00-04:00,0.007155362664358673,6.0,5.0,,10079.0,87769.0
2020-08-03 00:00:00-04:00,0.003605423026133557,7.0,1.0,2.0,8289.0,51543.0
2020-08-04 00:00:00-04:00,0.006409160435517922,,2.0,3.0,7979.0,44268.0
2020-08-05 00:00:00-04:00,0.006407126020664802,7.0,,,7488.0,38597.0
2020-08-06 00:00:00-04:00,0.0006328292699566697,10.0,7.0,1.0,7419.0,38147.0
2020-08-07 00:00:00-04:00,,8.0,,,7501.0,40599.0
2020-08-08 00:00:00-04:00,,,11.0,1.0,7492.0,39269.0
2020-08-09 00:00:00-04:00,0.0027384652733919213,7.0,,,7215.0,35530.0
2020-08-10 00:00:00-04:00,-0.008001055401377298,2.0,,,7427.0,34532.0
2020-08-11 00:00:00-04:00,0.013899502293613534,7.0,,7.0,8302.0,35131.0
2020-08-12 00:00:00-04:00,-0.002049272676156681,12.0,5.0,1.0,7901.0,32564.0
2020-08-13 00:00:00-04:00,-0.00017189739627902921,20.0,1.0,,7475.0,32294.0
2020-08-14 00:00:00-04:00,,22.0,10.0,3.0,6557.0,30380.0
2020-08-15 00:00:00-04:00,,13.0,9.0,11.0,7367.0,646227.0
2020-08-16 00:00:00-04:00,0.002706177507423456,12.0,,19.0,9113.0,83119.0
2020-08-17 00:00:00-04:00,0.0023007404198168474,30.0,2.0,4.0,11162.0,70177.0
2020-08-18 00:00:00-04:00,-0.004414123345182018,16.0,,5.0,10545.0,57920.0
2020-08-19 00:00:00-04:00,0.0031536547683461333,3.0,1.0,6.0,10573.0,45228.0
2020-08-20 00:00:00-04:00,0.0034351999829724668,1.0,,3.0,10700.0,40546.0
2020-08-21 00:00:00-04:00,,,,,9557.0,37561.0
2020-08-22 00:00:00-04:00,,1.0,,3.0,8770.0,38562.0
2020-08-23 00:00:00-04:00,0.009993615364903508,11.0,,3.0,10755.0,35732.0
2020-08-24 00:00:00-04:00,0.003589899745540117,10.0,,9.0,10694.0,35432.0
2020-08-25 00:00:00-04:00,0.010144001344841499,14.0,5.0,6.0,9521.0,38090.0
2020-08-26 00:00:00-04:00,0.0016716460318091384,15.0,,1.0,10841.0,56437.0
2020-08-27 00:00:00-04:00,0.006710002849570254,9.0,1.0,,10314.0,53065.0
2020-08-28 00:00:00-04:00,,22.0,31.0,1.0,10442.0,77074.0
2020-08-29 00:00:00-04:00,,5.0,6.0,9.0,10097.0,63387.0
2020-08-30 00:00:00-04:00,-0.002197375175508541,9.0,,9.0,13317.0,59615.0
2020-08-31 00:00:00-04:00,0.007496831420705943,,55.0,13.0,15152.0,70411.0
2020-09-01 00:00:00-04:00,0.01524905014386973,2.0,34.0,4.0,13535.0,67453.0
2020-09-02 00:00:00-04:00,-0.0357575941421853,9.0,24.0,,11882.0,58027.0
2020-09-03 00:00:00-04:00,-0.008166280754275102,3.0,54.0,1.0,10238.0,52742.0
2020-09-04 00:00:00-04:00,,,4.0,5.0,9155.0,45142.0
2020-09-05 00:00:00-04:00,,1.0,2.0,,8886.0,43570.0
2020-09-06 00:00:00-04:00,,4.0,12.0,,8925.0,39365.0
2020-09-07 00:00:00-04:00,-0.02814882908646679,6.0,27.0,6.0,11439.0,40861.0
2020-09-08 00:00:00-04:00,0.019944760662180386,10.0,5.0,2.0,12057.0,41840.0
2020-09-09 00:00:00-04:00,-0.017741245925395586,6.0,4.0,,10693.0,40845.0
2020-09-10 00:00:00-04:00,0.0005329301580873496,13.0,13.0,2.0,9929.0,45118.0
2020-09-11 00:00:00-04:00,,3.0,3.0,2.0,8601.0,40722.0
2020-09-12 00:00:00-04:00,,7.0,,2.0,8219.0,37171.0
2020-09-13 00:00:00-04:00,0.012661335025022992,7.0,22.0,,8828.0,36718.0
2020-09-14 00:00:00-04:00,0.005205785930499657,16.0,5.0,,9250.0,34691.0
2020-09-15 00:00:00-04:00,-0.0046296468921518345,7.0,5.0,,8495.0,32376.0
2020-09-16 00:00:00-04:00,-0.008447949528552457,4.0,,2.0,8522.0,33642.0
2020-09-17 00:00:00-04:00,-0.011245576947828505,6.0,8.0,4.0,8493.0,32369.0
2020-09-18 00:00:00-04:00,,1.0,4.0,4.0,7535.0,30367.0
2020-09-19 00:00:00-04:00,,14.0,,,7967.0,32785.0
2020-09-20 00:00:00-04:00,-0.011638564027297718,10.0,,,10233.0,37303.0
2020-09-21 00:00:00-04:00,0.010463016398376152,11.0,12.0,2.0,13009.0,41277.0
2020-09-22 00:00:00-04:00,-0.02400733891437413,8.0,,6.0,13882.0,43239.0
2020-09-23 00:00:00-04:00,0.0029830055546290505,13.0,,1.0,10523.0,34091.0
2020-09-24 00:00:00-04:00,0.015850439224188495,22.0,,2.0,8647.0,30454.0
2020-09-25 00:00:00-04:00,,7.0,3.0,2.0,8050.0,30535.0
2020-09-26 00:00:00-04:00,,9.0,3.0,,8669.0,31983.0
2020-09-27 00:00:00-04:00,0.0159821918538544,5.0,7.0,,8808.0,31858.0
2020-09-28 00:00:00-04:00,-0.004824282704443997,3.0,1.0,2.0,9073.0,35382.0
2020-09-29 00:00:00-04:00,0.00821984256837961,6.0,,4.0,8158.0,32634.0
2020-09-30 00:00:00-04:00,0.0052789495642950775,20.0,1.0,6.0,7555.0,29698.0
2020-10-01 00:00:00-04:00,-0.009623812866370861,6.0,,6.0,8573.0,29126.0
2020-10-02 00:00:00-04:00,,6.0,,,7654.0,26968.0
2020-10-03 00:00:00-04:00,,,1.0,3.0,7797.0,28205.0
2020-10-04 00:00:00-04:00,0.017813109002900934,20.0,,4.0,7858.0,26358.0
2020-10-05 00:00:00-04:00,-0.014072064387523205,21.0,12.0,2.0,7603.0,26398.0
2020-10-06 00:00:00-04:00,0.017247163770241564,21.0,,5.0,9062.0,29286.0
2020-10-07 00:00:00-04:00,0.007978212894869286,9.0,2.0,1.0,8193.0,27670.0
2020-10-08 00:00:00-04:00,0.008755095180752877,4.0,,,7448.0,26059.0
2020-10-09 00:00:00-04:00,,8.0,6.0,9.0,6750.0,26880.0
2020-10-10 00:00:00-04:00,,19.0,3.0,,7734.0,29044.0
2020-10-11 00:00:00-04:00,0.01628253015832422,16.0,4.0,,9423.0,27659.0
2020-10-12 00:00:00-04:00,-0.006326891629163268,16.0,6.0,1.0,7906.0,27765.0
2020-10-13 00:00:00-04:00,-0.0066451720840594065,4.0,14.0,,8141.0,26958.0
2020-10-14 00:00:00-04:00,-0.001528923514213078,8.0,,3.0,9123.0,30884.0
2020-10-15 00:00:00-04:00,0.00013491045663045577,7.0,6.0,2.0,7591.0,29149.0
2020-10-16 00:00:00-04:00,,,1.0,1.0,6685.0,26821.0
